cell,X2,Y2,DataType,dbsumneg,SitePrimary,Histology,HistSubtype1,SitePrimaryCount,DataGood
EoL-1,cmpd Y,cmpd F,growth,-1.45374,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
FaDu,cmpd X,cmpd A,viability,-2.73995,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd A,growth,-2.23236,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd B,viability,-1.372,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd C,viability,-2.42559,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd D,viability,-2.44538,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd E,viability,-4.05983,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd F,viability,-0.63751,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd A,viability,-1.52002,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd B,viability,-4.24304,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd C,viability,-0.41847,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd D,viability,-0.07788,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd E,viability,-0.75429,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd F,viability,-0.67939,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd B,growth,-1.10925,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd C,growth,-1.88837,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd D,growth,-1.72137,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd E,growth,-3.37853,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd X,cmpd F,growth,-0.60929,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd A,growth,-1.07923,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd B,growth,-3.03966,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd C,growth,-0.32385,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd D,growth,-0.05329,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd E,growth,-0.51991,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
FaDu,cmpd Y,cmpd F,growth,-0.54714,Upper_Aerodigestive_Tract,Carcinoma,Squamous_Cell_Carcinoma,2,yes
Granta-519,cmpd X,cmpd A,viability,-0.44374,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd B,viability,-0.37552,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd C,viability,-0.37358,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd D,viability,-0.04835,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd E,viability,-0.977,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd F,viability,-1.02164,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd A,viability,-1.93515,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd B,viability,-3.1069,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd C,viability,-1.12323,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd D,viability,-1.20271,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd E,viability,-1.05193,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd F,viability,-1.21708,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd A,growth,-0.65196,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd B,growth,-0.26529,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd C,growth,-0.30864,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd D,growth,-0.04631,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd E,growth,-0.89932,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd X,cmpd F,growth,-0.86732,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd A,growth,-1.41661,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd B,growth,-2.05358,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd C,growth,-1.00595,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd D,growth,-0.75529,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd E,growth,-1.14732,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
Granta-519,cmpd Y,cmpd F,growth,-1.20089,Haem Or Lymph,Lymphoid_Neoplasm,Mantle_Cell_Lymphoma,43,yes
HARA-B,cmpd X,cmpd A,viability,-4.77356,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd A,growth,-3.02671,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd B,viability,-1.62254,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd C,viability,-1.19283,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd D,viability,-1.85391,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd E,viability,-3.26511,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd F,viability,-2.08289,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd A,viability,-0.99517,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd B,viability,-2.55269,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd C,viability,-0.38009,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd D,viability,-0.15958,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd E,viability,-0.88171,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd F,viability,-0.50451,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd B,growth,-1.48098,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd C,growth,-0.83925,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd D,growth,-1.51548,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd E,growth,-2.15548,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd X,cmpd F,growth,-1.25372,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd A,growth,-0.52728,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd B,growth,-1.58055,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd C,growth,-0.17024,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd D,growth,-0.18648,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd E,growth,-0.43363,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HARA-B,cmpd Y,cmpd F,growth,-0.42192,Lung,Carcinoma,Squamous_Cell_Carcinoma,16.5,yes
HCA7,cmpd X,cmpd A,viability,-4.1126,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd B,viability,-1.25123,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd C,viability,-2.92174,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd D,viability,-2.33418,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd E,viability,-7.62748,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd F,viability,-1.41578,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd A,viability,-1.34103,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd B,viability,-1.34679,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd C,viability,-3.6716,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd D,viability,-0.80646,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd E,viability,-5.48384,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd F,viability,-1.10959,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd A,growth,-2.71226,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd B,growth,-0.80149,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd C,growth,-1.86,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd D,growth,-1.32956,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd E,growth,-5.11655,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd X,cmpd F,growth,-1.38178,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd A,growth,-0.64592,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd B,growth,-0.86695,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd C,growth,-2.11099,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd D,growth,-0.57701,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd E,growth,-3.97836,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCA7,cmpd Y,cmpd F,growth,-0.69864,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
HCC1395,cmpd X,cmpd A,viability,-4.526,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd B,viability,-1.53666,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd C,viability,-2.38556,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd D,viability,-1.16345,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd E,viability,-2.5442,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd F,viability,-1.35044,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd A,viability,-1.40187,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd B,viability,-2.90837,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd C,viability,-1.0543,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd D,viability,-0.2361,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd E,viability,-1.41241,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd F,viability,-2.16552,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd A,growth,-3.39826,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd B,growth,-1.16494,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd C,growth,-1.82137,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd D,growth,-0.82052,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd E,growth,-1.85985,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd X,cmpd F,growth,-0.97875,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd A,growth,-1.06498,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd B,growth,-2.11689,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd C,growth,-0.84757,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd D,growth,-0.20095,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd E,growth,-1.06034,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1395,cmpd Y,cmpd F,growth,-1.73777,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd A,viability,-3.78971,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd B,viability,-1.32216,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd C,viability,-1.01855,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd D,viability,-0.80463,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd E,viability,-4.21547,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd F,viability,-2.01229,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd A,viability,-2.03517,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd B,viability,-1.41425,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd C,viability,-0.65735,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd D,viability,-0.82654,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd E,viability,-1.10286,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd F,viability,-0.51968,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd A,growth,-2.41496,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd B,growth,-1.04621,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd C,growth,-0.75276,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd D,growth,-1.14667,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd E,growth,-2.47502,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd X,cmpd F,growth,-1.68612,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd A,growth,-0.92105,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd B,growth,-0.81822,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd C,growth,-0.32013,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd D,growth,-0.95779,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd E,growth,-0.84082,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1806,cmpd Y,cmpd F,growth,-0.70913,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd A,viability,-3.45317,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd B,viability,-2.00963,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd C,viability,-4.53774,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd D,viability,-3.18702,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd E,viability,-3.48338,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd F,viability,-1.99609,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd A,viability,-2.27049,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd B,viability,-1.0095,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd C,viability,-2.68392,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd D,viability,-0.32693,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd E,viability,-4.67311,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd F,viability,-3.50093,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd A,growth,-2.25511,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd B,growth,-1.34942,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd C,growth,-3.23416,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd D,growth,-2.27003,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd E,growth,-2.13722,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd X,cmpd F,growth,-1.55909,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd A,growth,-1.34315,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd B,growth,-0.55409,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd C,growth,-1.72053,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd D,growth,-0.23655,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd E,growth,-2.88707,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1937,cmpd Y,cmpd F,growth,-2.1905,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd A,viability,-1.8809,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd B,viability,-0.97547,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd C,viability,-2.80987,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd D,viability,-1.61444,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd E,viability,-3.89649,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd F,viability,-1.69646,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd A,viability,-3.40037,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd B,viability,-2.59775,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd C,viability,-4.41148,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd D,viability,-0.26291,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd E,viability,-5.03253,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd F,viability,-3.33168,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd A,growth,-1.25522,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd B,growth,-0.83327,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd C,growth,-2.33674,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd D,growth,-1.17011,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd E,growth,-2.69883,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd X,cmpd F,growth,-1.25467,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd A,growth,-1.86439,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd B,growth,-1.72136,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd C,growth,-2.72035,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd D,growth,-0.31053,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd E,growth,-3.51616,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC1954,cmpd Y,cmpd F,growth,-1.84606,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd A,viability,-4.94501,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd B,viability,-2.52717,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd C,viability,-1.94494,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd D,viability,-0.50593,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd E,viability,-5.57584,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd F,viability,-2.12929,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd A,viability,-0.99881,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd B,viability,-3.98759,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd C,viability,-1.41407,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd D,viability,-0.2178,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd E,viability,-2.26293,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd F,viability,-1.2859,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd A,growth,-4.10103,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd B,growth,-2.12398,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd C,growth,-1.63691,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd D,growth,-0.35932,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd E,growth,-4.70862,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd X,cmpd F,growth,-1.86031,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd A,growth,-0.7592,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd B,growth,-3.36152,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd C,growth,-1.15924,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd D,growth,-0.17641,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd E,growth,-1.99528,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC38,cmpd Y,cmpd F,growth,-1.16945,Breast,Carcinoma,Ductal_Carcinoma,15,yes
HCC827,cmpd X,cmpd A,viability,-4.27433,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd A,growth,-2.50603,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd B,viability,-1.27199,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd C,viability,-2.03056,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd D,viability,-2.80847,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd E,viability,-5.84809,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd F,viability,-1.3352,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd Y,cmpd A,viability,-1.01558,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd Y,cmpd B,viability,-1.99304,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd Y,cmpd C,viability,-3.1061,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd Y,cmpd D,viability,-0.98688,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd Y,cmpd E,viability,-4.97458,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd Y,cmpd F,viability,-3.37442,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd B,growth,-0.7784,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd C,growth,-1.67325,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd D,growth,-1.73477,Lung,Carcinoma,Adenocarcinoma,16.5,yes
HCC827,cmpd X,cmpd E,growth,-4.00163,Lung,Carcinoma,Adenocarcinoma,16.5,yes
