X1,mgi_symbol,transcript_biotype,P2_Roska,P4_Roska,P6_Roska,P10_Roska,P2_KO,P4_KO,P6_KO,P10_KO
ENSMUSG00000025899,Alkbh8,protein_coding,5.696071221180897,5.954787481421266,5.632757105501283,5.819965325509183,3.665578007086747,4.781343489033065,3.917741544873062,3.8479591282502814
ENSMUSG00000025900,Rp1,protein_coding,9.629023065132246,9.013740013178838,10.293371524066295,10.694173109994662,4.7035428419357626,6.993210296898825,6.794483629082974,7.9908926004739875
ENSMUSG00000025903,Lypla1,protein_coding,6.283244856340168,6.209079206421973,6.598284778079882,6.621107105931034,4.9170999374581115,5.522869681027579,4.402242484809841,4.68103792588284
ENSMUSG00000025907,Rb1cc1,protein_coding,8.195785843866698,8.246871598844205,8.185811207229538,7.996024342566572,5.236338501376817,6.8140038959789155,5.375706840012987,5.427523009163254
ENSMUSG00000025935,Tram1,protein_coding,6.220130131680737,6.046652734832599,6.53279094642629,7.07497501566263,3.963618485620271,4.916188618614468,4.052196251810034,4.499631991584773
ENSMUSG00000025949,Pikfyve,protein_coding,7.03993324338726,6.955147964039429,6.948451046729689,7.008283232151605,4.624273291456529,5.487850535941485,4.421373456039754,4.678888368742557
ENSMUSG00000025959,Klf7,protein_coding,6.741151058466036,7.5536804095844,5.326218943683486,4.738239711789531,4.855998526489524,5.3930623942838976,5.109404163712911,4.74779104787227
ENSMUSG00000025962,Fastkd2,protein_coding,4.427770740500685,4.3710272537282915,4.761474602290062,4.143480747099186,1.4736194323497844,4.316487541372647,2.9684604206275855,2.538303204687126
ENSMUSG00000025997,Ikzf2,protein_coding,6.466530560307294,6.52927367084879,6.8243133133668925,7.084105273737175,2.8520231243731544,4.0480303566711315,3.7507976793088234,3.920680128666102
ENSMUSG00000026014,Raph1,protein_coding,7.349835091541366,7.632083978807761,7.383594335675107,7.220133179630965,4.011304702868747,4.7212772292458025,4.480329019573097,4.8640681005257935
ENSMUSG00000026017,Carf,protein_coding,5.922054682564026,5.942185825195363,6.080252150396511,5.798793208139952,3.835281581461366,4.548822759576708,4.315110674383431,3.879795684141559
ENSMUSG00000026031,Cflar,protein_coding,6.3830272459723565,6.266321614410251,6.884743205099739,7.476928798309387,3.91978204827432,4.881840594271635,4.667643499874616,5.3454950407856385
ENSMUSG00000026098,Pms1,protein_coding,5.043911847953673,4.869768094118944,5.04133729498604,5.2050457219300394,2.4779339233253093,3.4070993329517907,2.9500359859311756,2.850969422607888
ENSMUSG00000026102,Inpp1,protein_coding,5.439363898674502,5.568470428785538,5.939422310472069,6.56711132440883,3.5357976030909737,3.5315160222947855,3.7158991630488254,4.142398731888728
ENSMUSG00000026103,Gls,protein_coding,8.13125399955121,7.7089650289785805,8.60735079113271,9.89287935060043,4.073730832083537,5.265658263130187,4.86957773612899,5.8962953545488626
ENSMUSG00000026104,Stat1,protein_coding,3.434610873090314,2.55651481295123,4.181142531609587,5.543256796882851,2.72362261059646,2.203175475471199,2.5535241875412504,3.0901384800152725
ENSMUSG00000026107,Nabp1,protein_coding,3.6713288486772613,4.006297692265772,3.8164263572394708,3.6157697186748035,2.8862438636227123,2.336994288584811,1.5781503073150553,1.8499500224483765
ENSMUSG00000026113,Inpp4a,protein_coding,6.603526093750419,6.730099440348257,6.3279611587713624,6.616487517282326,4.083156884929561,4.738900317862163,4.548983445670646,4.5362767162361495
ENSMUSG00000026131,Dst,protein_coding,5.831388455221354,5.866904870607454,5.598416611892302,6.4271294249189665,3.9276519406794668,3.89237349274294,3.8762206693445473,3.3730172913193766
ENSMUSG00000026150,Mff,protein_coding,7.619241525176099,7.550462205234724,7.483329656782939,7.585209479377169,5.3679158149686375,6.7765131819950275,5.7068606386709115,5.940142497757875
ENSMUSG00000026153,Fam135a,protein_coding,7.143545906906144,7.184547478423925,7.31398617155643,7.380171857816087,5.458815471950262,6.440376159675782,5.139095911694575,5.3796113557678575
ENSMUSG00000026158,Ogfrl1,protein_coding,5.281481336008784,5.713687745094017,5.1322615809231795,5.690027789755796,2.877384678780707,3.9677678662874016,3.3908731680989446,4.090003302004788
ENSMUSG00000026159,Agfg1,protein_coding,7.53902905446708,7.522660542993496,7.539314767771857,7.317143642958703,5.198066686610215,6.321868961843739,5.396338766590423,5.4454367249199205
ENSMUSG00000026163,Sphkap,protein_coding,9.19671588879232,8.855601529589423,9.373314627768709,9.779830049663278,6.691008214167743,7.785098102969113,8.237140762299811,8.815818263171474
ENSMUSG00000026204,Ptprn,protein_coding,5.225561947054359,4.458851644914319,5.783525132181682,6.817687889161112,1.9816535666239605,1.9720749838907838,2.7364763989119134,4.8561792853650445
ENSMUSG00000026224,4933407L21Rik,protein_coding,0.7392395668918543,1.392585926868162,0.6521554496356963,0.8834859028285565,0,0,0.7706598217045798,1.2892379430646104
ENSMUSG00000026313,Hdac4,protein_coding,6.402508820464704,6.684485160031422,6.47868759474766,6.559191788983163,4.643835195093823,4.443519636589682,4.480830346499112,4.370711082528828
ENSMUSG00000026319,Relch,protein_coding,7.863696817967762,7.938965777151677,7.8340056899584045,7.737119989784425,5.058331055057863,6.225779810038875,5.1070068107210425,5.4472215904574455
ENSMUSG00000026383,Epb41l5,protein_coding,9.063561644373653,8.98423454972978,9.203594299812204,9.21573667566146,6.805386487410052,7.481135330336485,7.1359255372134305,6.987546013873204
ENSMUSG00000026384,Ptpn4,protein_coding,7.764320510430787,7.81320974065313,7.894622150147399,7.784558839981459,5.543472376284688,6.909010134224377,5.397409291326718,5.218513077562864
ENSMUSG00000026409,Pfkfb2,protein_coding,6.702082809270776,6.251425136191863,6.866102831377464,7.722429927787274,4.401643214660677,5.583281387934881,5.779529789869747,6.0207358880010435
ENSMUSG00000026434,Nucks1,protein_coding,8.422748148848223,8.320713652305635,8.112966922235866,8.303985159727853,5.627340216629473,6.401995174382366,5.481708116816789,5.42805089894394
ENSMUSG00000026435,Slc45a3,protein_coding,1.5304994124257019,0.6159610884295971,2.086764617655363,4.277300177919075,0,0.991380119629972,0.9354231113101054,1.7484476759330934
ENSMUSG00000026436,Elk4,protein_coding,6.580918788948021,6.216728665768903,6.253144093009169,6.659274780938978,3.970339963203264,4.839007111852518,4.188356379388494,4.7833826200005545
ENSMUSG00000026442,Nfasc,protein_coding,6.092187165939519,6.5218167336415,5.869272799177095,6.233864977649398,3.893234631217679,4.13291404634888,4.0890853989502425,3.25732561275192
ENSMUSG00000026455,Klhl12,protein_coding,5.842599613253692,5.829751068148151,5.894938106809664,5.877420563066661,3.47780038201467,5.21680957562024,4.544614155613025,5.032094633801571
ENSMUSG00000026458,Ppfia4,protein_coding,3.6601427011816163,4.080064437126988,3.348583410044163,3.246582478555852,1.4446605101681158,2.522064352580767,2.5023192083459973,2.91138741500237
ENSMUSG00000026469,Xpr1,protein_coding,8.659891010703113,9.075272422242554,8.379512684716595,8.735451034052955,5.428185611895965,6.220137318272564,5.870327937252782,5.960256923831297
ENSMUSG00000026490,Cdc42bpa,protein_coding,8.54727652760538,8.528887771253304,8.584323955731039,8.7370294889741391,6.017592994185367,6.640951221973303,6.4865486512865145,6.432345393337763
ENSMUSG00000026491,Ahctf1,protein_coding,7.61924597962082,7.567560587139766,7.574046442065557,7.452125267280257,5.383334461019209,6.684716255039993,5.420063979670444,5.310991384199733
ENSMUSG00000026502,Desi2,protein_coding,7.194194717819746,7.1759099533387545,7.285196046732823,7.490405032631693,4.626918523690131,6.140791539211782,5.389858638488047,5.476274154352455
ENSMUSG00000026527,Rgs7,protein_coding,6.64797784207342,5.989574394498274,6.189778337178261,7.110837570056963,0.2427387716736093,2.04583797178089,1.9078775047225647,2.8433119922504453
ENSMUSG00000026565,Pou2f1,protein_coding,8.315447256679288,8.330964778403878,8.365168102945407,8.621560740665053,5.701864187961929,6.379843650255762,6.064594015033407,5.847082636356269
ENSMUSG00000026568,Mpc2,protein_coding,5.393302606210147,5.334082219456849,5.773849415390575,6.033327381139267,3.4355937371971894,4.2212780771031,3.6846657422325384,3.6366054866322894
ENSMUSG00000026594,Ralgps2,protein_coding,8.133807067986492,8.084081891349525,8.152185989864615,8.2606134215419,5.876422502182301,6.1012054388828005,5.672788217255069,6.206606696129228
ENSMUSG00000026609,Ush2a,protein_coding,9.790068838627592,9.614367434560494,9.981334757837011,10.423447576902882,5.128023903735031,6.120446173993911,6.633762830150287,7.368473539282224
ENSMUSG00000026610,Esrrg,protein_coding,7.631411054953345,7.512865515479964,7.742263045456581,8.002781758279125,4.802104262366283,5.262937215589278,5.600451550007139,6.093161631317288
ENSMUSG00000026623,Lpgat1,protein_coding,7.799180838991033,7.538251842117857,8.193816581371474,8.510062725653494,5.46513789371201,6.965919268554056,6.752639326017572,7.103669576315539
ENSMUSG00000026655,Fam107b,protein_coding,7.037974635996081,6.921220903630101,7.424163314956816,7.732202803256989,5.312410431096067,5.175201295217387,5.175812110466395,5.984659130065459
ENSMUSG00000026664,Phyh,protein_coding,4.365401021924561,3.8921916097473943,5.222935715029426,5.593765326418741,2.0566829473914265,3.6144024559596333,3.105281379111324,3.998525279858748
ENSMUSG00000026667,Uhmk1,protein_coding,8.631919820643525,8.545865246927292,8.749400765013123,9.454105069961736,5.48855987549577,6.562646712328482,6.1645842229210155,6.8347719810145335
ENSMUSG00000026672,Optn,protein_coding,3.3848881634605914,2.472194463811058,4.129581872789757,5.039281673109837,3.1124486834567198,2.2654231943928957,2.2446244770856247,4.1632941906668695
ENSMUSG00000026675,Hsd17b7,protein_coding,4.66387423314808,4.540553263683738,4.105751125157342,4.402749224069708,3.0690832548844336,2.5962710786905845,2.323253629496263,3.1834867446949113
ENSMUSG00000026676,Ccdc3,protein_coding,1.0768775444594951,1.2634844818148212,1.3841487880652532,1.491346236034491,0,0,0.21631282996283926,0.5627539095401557
ENSMUSG00000026688,Mgst3,protein_coding,5.752360901356157,5.47636817851769,6.2237279745869625,5.841537923778295,2.6975902536057097,3.700109172501812,3.518968031037996,2.94334679543357
ENSMUSG00000026707,Nsun6,protein_coding,4.090738918408372,4.2158650865416325,3.760241066935614,4.063467244953331,2.1461039641105284,3.186304751034223,2.097896578676159,2.8433119922504453
ENSMUSG00000026718,Stam,protein_coding,8.064589992167749,8.077527457989497,8.032588603458263,7.7894282377641275,5.932801719964821,6.824379439560176,6.0215433870716755,5.921865904754453
ENSMUSG00000026721,Rabgap1l,protein_coding,6.739761606088835,6.714607118110416,7.04682641227533,7.032729227046804,3.001488547368012,4.2272992555535,3.8483042042977735,4.347441262494362
ENSMUSG00000026723,Trdmt1,protein_coding,4.338206951502317,4.538073763779888,4.803272253084143,4.442793816939176,3.157762014346479,3.6513325884475805,2.873322283779553,3.7831156163973305
ENSMUSG00000026753,Ppp6c,protein_coding,6.244269584734348,6.185818975964759,6.361459215232646,6.498964843538512,4.5294718975935835,5.330766761000128,4.367628185869257,4.217328533495331
ENSMUSG00000026771,Spopl,protein_coding,6.081120791417477,6.378859510675414,6.074388725477196,5.8439030558958045,3.338336915277752,4.178368761525764,3.24220755656097,3.542466750905417
ENSMUSG00000026782,Abi2,protein_coding,7.9220910834351495,8.067879147445032,7.816895049638162,8.080873177312993,5.4624316763913985,6.129924974221957,5.97597972808869,6.014917708636089
ENSMUSG00000026824,Kcnj3,protein_coding,5.863627100631527,5.638361177017677,4.880546405227856,3.4090228412139183,4.144232685196936,3.50525502641118,3.752698476800598,3.3730172913193766
ENSMUSG00000026870,Cutal,protein_coding,1.8071196853758944,2.587111345553745,3.1003586778177157,4.197249178287151,1.0699911745448314,0.9256723353535646,0.9130120084274902,2.0471499378281353
ENSMUSG00000026880,Stom,protein_coding,5.703780478079967,4.86142788462966,5.790827913757241,6.430449715815433,3.3719509510133685,4.5230518270092,5.865815597519059,6.968872589188619
ENSMUSG00000026904,Slc4a10,protein_coding,3.0839102487745245,2.883009791555358,2.4446797936934095,5.816455775632289,0,1.0973928527334478,2.594355010264801,2.5764847446506
ENSMUSG00000026915,Strbp,protein_coding,9.118690451211881,9.2416570057046,9.242752143337084,9.036636308246099,6.85506690831326,7.357261346346599,7.380235630008005,7.245519164599994
ENSMUSG00000026960,Arl6ip6,protein_coding,5.95588707064962,5.559739298972773,5.670812578238883,5.761843623696592,4.055553572128756,4.372971398350634,3.3294371976215476,3.755860272817177
ENSMUSG00000027001,Dusp19,protein_coding,3.8287340036046222,3.213939152097068,3.324142821013471,4.063615085781396,2.3280553190067934,2.8630284040855174,2.6171173360869204,1.4201680383238058
ENSMUSG00000027016,Zfp385b,protein_coding,8.363873872818267,8.296186208313639,8.587385015691106,8.57615424082077,5.376987044314,6.165865281864026,6.387367617095811,6.568094610140775
ENSMUSG00000027070,Lrp2,protein_coding,6.947021823019608,6.577303877510217,6.705509947292518,6.57679764991178,2.9391099514857335,3.837878420408533,4.157145226064349,5.396279416360396
ENSMUSG00000027104,Atf2,protein_coding,8.085128881618862,8.340362876504116,8.147310093646565,7.897466401611205,5.4176438426859415,6.087585456159785,5.308225102740328,4.966530066996142
ENSMUSG00000027111,Itga6,protein_coding,6.259220831261196,5.809077932347151,6.440053693329355,6.52757279791572,2.9023080862931705,3.4031803534743745,2.2928118766720913,2.1967679031716347
ENSMUSG00000027122,Arl14ep,protein_coding,6.262268053769109,6.243909880585298,6.27537222422003,5.977894884069411,4.150971334162293,5.217260620566269,4.8154470433128855,4.594415478569573
ENSMUSG00000027132,Katnbl1,protein_coding,5.198568498638182,5.201477454698964,5.587352861024357,5.756107420581608,3.1398071067514017,3.959993441508502,2.505960008329758,3.3403188022006227
ENSMUSG00000027162,Lin7c,protein_coding,8.264908726899256,8.250132226974086,8.305824708193525,8.267606811631389,6.019214523504993,7.131209876296374,6.44232505334613,6.668532549545276
ENSMUSG00000027175,Tcp11l1,protein_coding,5.493368109225577,5.801707135503461,5.605016657765522,5.51639846643421,2.971348327816577,3.7952795972377826,4.201162818009828,3.1523484364132757
ENSMUSG00000027177,Hipk3,protein_coding,7.033832843162297,6.7387168197631855,7.442901803256782,7.521202077078729,4.344860787942158,5.4586723638596,4.5807153249033306,5.015155390339732
ENSMUSG00000027221,Chst1,protein_coding,1.8631850596249835,2.2927607713241045,1.0735342647262545,2.6330596912967454,2.4370543132516915,1.1247348280896734,1.3051285287153704,0.3160397585807193
ENSMUSG00000027253,Lrp4,protein_coding,7.695838069616122,7.692088079470989,7.780652467560765,7.0895283716067405,3.9449200338281596,4.084665935800319,3.3414726544287765,3.2881818067820014
ENSMUSG00000027273,Snap25,protein_coding,11.001531827194727,10.835680609209385,10.974965658428191,10.968846848161302,8.56134079130746,9.047928791535428,8.895658788219873,9.04951308382593
ENSMUSG00000027276,Jag1,protein_coding,4.827308236288082,3.8642679949100702,5.540105497144577,6.452331291440135,2.7768721058713965,2.5521790237482542,2.8354912119039777,4.181628754762512
ENSMUSG00000027315,Spint1,protein_coding,6.430243587458112,6.133073231348903,6.52263327332588,5.844440878841295,3.2355681702155143,3.7989554034144017,4.521355683996031,4.673860245101027
ENSMUSG00000027317,Ppp1r14d,protein_coding,2.4801806451560906,2.314323448902463,2.537233586918087,1.9538460799867468,0,0.7733669919608283,0.9130120084274902,0.3012101466802749
ENSMUSG00000027365,Trpm7,protein_coding,7.6856585574364855,7.597476610176623,7.500391838801032,7.555609409000085,5.661783420633788,7.062519448736414,6.096833396059367,5.7342912685523535
ENSMUSG00000027366,Sppl2a,protein_coding,5.6121464939123165,5.633886472318253,5.3279795629344315,5.568198528965984,3.6644488319875186,4.836942091103456,3.7522619763350527,2.7495413521476593
ENSMUSG00000027367,Stard7,protein_coding,7.058073374863217,6.625570918658337,7.504182285158621,7.7163117465801045,5.139590901303583,5.954075287443462,5.052554612154419,5.653735413880272
ENSMUSG00000027384,Ndufaf5,protein_coding,4.673453227140264,4.557892097984094,5.050686679809664,5.511785453706792,2.731795020332769,3.433860210157581,3.5368804861898164,3.9133848214691063
ENSMUSG00000027430,Dtd1,protein_coding,4.2879291836489815,4.386493139664311,4.034640709973177,4.128483140724837,2.444387182897411,2.979934959425235,3.1617811823325956,3.055210029182414
ENSMUSG00000027457,Snph,protein_coding,5.958199765622655,5.528158490439157,6.149762957593336,6.283726496244352,2.9662631659390595,2.685202969217277,3.3838896284036006,4.597273486298176
ENSMUSG00000027500,Stmn2,protein_coding,6.631808159257574,7.738927175706479,3.6591220761937087,2.6851501669289317,5.2930440890748915,4.5657044516604355,3.6219885540556263,2.7905672034814657
ENSMUSG00000027520,Zdbf2,protein_coding,8.082956250316832,8.150694614863033,8.23115269450624,7.882306686203585,4.773277974243812,5.437501354641804,4.644311367636872,4.897551136058059
ENSMUSG00000027530,Fabp12,protein_coding,6.417655320344535,5.9208940722175045,6.898337462759896,7.834992495021356,4.274933210311857,5.729657002889669,5.602175540580863,6.203560189765914
ENSMUSG00000027550,Lrrcc1,protein_coding,5.739537511166252,6.137026430882938,5.874076972358008,5.361486591671467,3.867387831685926,5.041513620094146,3.923282975504742,3.5801755155673214
ENSMUSG00000027581,Stmn3,protein_coding,5.589541853518225,6.533634396862093,4.537557596882784,4.69711462098157,4.652219722425356,4.373854892850847,4.4006917875959415,4.327019921129213
ENSMUSG00000027583,Zbtb46,protein_coding,5.546982810965866,5.6692624979836275,5.217102474496415,4.838147003530035,3.066043028157927,4.039901305521238,3.3931823769223066,3.064021739783782
ENSMUSG00000027624,Epb41l1,protein_coding,6.987526113416476,6.8478733728386105,7.224053274481826,7.806297480753678,3.423472600574911,3.9218997502897137,4.266609384085234,4.9470437046102775
ENSMUSG00000027630,Tbl1xr1,protein_coding,7.208608326904054,6.941813615507966,7.044242827607696,7.198222871070781,4.0160386136660104,5.1639356870914925,4.6892067381759155,4.349931865526306
ENSMUSG00000027663,Zmat3,protein_coding,6.279175736892821,6.185456375839011,5.7660357319596285,6.435912807276918,3.566364897586066,3.5795756226308812,3.896675599322907,3.7666962592250304
ENSMUSG00000027692,Tnik,protein_coding,7.447942561222685,7.493799614756395,7.225125751653081,7.477862934742978,4.6845335539455295,5.730678994160449,5.547498201202443,5.618298559547062
ENSMUSG00000027698,Nceh1,protein_coding,4.080942241066648,3.409500561330907,4.483745116782319,5.464242395463814,2.320104969830841,2.8012775715741203,2.5933448837932658,4.155070100156125
ENSMUSG00000027716,Trpc3,protein_coding,2.5410926832420087,2.5047949361261836,3.344184523205098,3.0567254551928222,0,0.6907270080977784,0,0.7947074980030391
ENSMUSG00000027763,Mbnl1,protein_coding,7.3959575499884,6.817862963938115,7.859145540515921,8.481671582546518,3.0096195571753714,4.538692347312728,4.5759329520552185,4.8678472057162745
ENSMUSG00000027782,Kpna4,protein_coding,7.674629676176754,7.498627028227257,7.77610190788996,7.791606068216613,5.580418089849579,6.464699040500006,5.93772006378038,5.978416974606397
ENSMUSG00000027787,Nmd3,protein_coding,6.158220642623896,5.814223860593195,6.273894416287268,5.999531644337404,4.661122026314232,4.8887549261623935,4.310892744552529,4.2838512151502695
ENSMUSG00000027797,Dclk1,protein_coding,6.84635471741215,7.575655075227811,6.132761349139005,5.69665742318861,4.307147991095729,4.384022270733467,4.303695002467891,4.650301800705443
ENSMUSG00000027806,Tsc22d2,protein_coding,6.896533605122624,6.780080196693635,6.600224993262262,6.851319482673772,4.947816324014017,4.903230848470637,4.3020415113394,4.410938892071577
ENSMUSG00000027822,Slc33a1,protein_coding,4.2395894424370475,3.8891675625892868,4.216710352096579,4.659770578021601,2.320104969830841,3.8770285028856173,3.058606774579648,3.5456159797324003
ENSMUSG00000027823,Gmps,protein_coding,7.026335846768206,7.0793297974583,7.080781461147994,7.065130515243358,5.0558445219962085,5.802812629526141,4.803569913115512,5.1220600476998435
ENSMUSG00000027827,Kcnab1,protein_coding,6.962403873492141,6.415703774227123,6.593048673761861,7.185587484449927,3.1898792506845473,3.7260357745356023,4.4355388705668535,5.37243004480116
ENSMUSG00000027834,Serpini1,protein_coding,4.2616243731973205,4.743227111009575,3.475621796412686,3.807459726434579,1.1731672913412736,3.118997091912607,2.2800959102351808,2.256556514853387
ENSMUSG00000027852,Nras,protein_coding,7.426483231647265,7.55941655932353,7.002012141412719,6.828937967456348,4.992873767432533,6.277790753721984,5.005432836879751,4.351045755517867
ENSMUSG00000027894,Slc6a17,protein_coding,3.438308986277036,4.641564505900637,1.7357629544103037,2.169731707059523,0.45045749053476325,2.1064031564159897,2.0170146653988943,0.9759259366029224
ENSMUSG00000027957,Slc35a3,protein_coding,5.663108975285062,5.541903989957812,5.9963614574699955,5.954531690019929,3.9491538336093015,4.515604120008291,3.8692393832865015,4.415045262331139
ENSMUSG00000027963,Extl2,protein_coding,6.095592018075048,5.872000758911915,6.6517459976249,7.261834405481739,4.110888274672805,5.130102291384602,5.173154882762779,6.123684358800786
ENSMUSG00000027981,Rnpc3,protein_coding,7.0137635964199445,6.804133839028557,6.883235350193722,7.305253817267839,4.3258492813950875,5.5908215332651086,4.662430593077581,5.097620674291111
ENSMUSG00000027983,Cyp2u1,protein_coding,2.261697790347635,2.7593817598472516,3.9113443990489842,3.9245153746894115,0,1.7783699852338486,1.5854577144685849,1.5590205498417207
ENSMUSG00000027993,Trim2,protein_coding,8.089732848888074,8.317760180013547,8.122148101334648,8.239526091640425,4.750859262872948,6.2892862562856395,5.448569614090725,5.910395535926795
ENSMUSG00000028013,Ppa2,protein_coding,7.106605952872189,6.742751713771692,7.398710255049614,7.525923056039721,5.015549897982745,5.556499824439988,5.022883292665514,5.571598918139175
ENSMUSG00000028030,Tbck,protein_coding,6.486733522581744,6.672406333618031,6.66765651213203,6.573036858348262,3.75628676517149,4.527661567825236,4.168225087758757,4.516962923562209
ENSMUSG00000028035,Dnajb4,protein_coding,6.342599874404282,6.414298438184442,6.53577440032005,6.944083737789063,3.212734238021044,4.34830015414872,3.6019872741023846,4.140070092921805
ENSMUSG00000028053,Ash1l,protein_coding,8.834787582188126,8.748186362411698,8.808133877328482,8.667309429349762,6.401214165770031,7.1766719121700024,6.516549478973733,6.296860633204436
ENSMUSG00000028063,Lmna,protein_coding,1.496581366405484,1.7531316382215285,1.3679384521249356,2.809931974900626,2.5246222645018106,1.632056933624827,0.9681252104632113,0.7733749278837356
ENSMUSG00000028106,Rprd2,protein_coding,7.594293427900108,7.626575122892026,7.562640699506836,7.335469138429235,5.490650807892849,5.728001382358087,5.502705169899485,5.511497579023755
ENSMUSG00000028125,Abca4,protein_coding,7.587256215571861,6.629047059603392,8.570604498945864,9.61672084768906,4.617218478446185,5.936718803172365,6.561362661826216,8.108523907492721
ENSMUSG00000028145,Them4,protein_coding,4.051899551678431,4.271737705640763,4.211154214012662,5.09921604902409,1.7579098484907234,2.6911491527975926,1.7331595874514405,2.462895514833094
ENSMUSG00000028152,Tspan5,protein_coding,5.979895656638103,5.5686291273179664,6.1426011679535,7.252879451064355,3.8735949399118974,4.22354327776573,4.548723233847994,5.465309649439317
ENSMUSG00000028176,Lrrc7,protein_coding,3.445226423694442,4.3785872675752975,0.9687014219366024,1.4448106911811696,0.6319985107225746,0.16214159151632365,0.5707367282014477,0.7733749278837356
ENSMUSG00000028182,Lrriq3,protein_coding,1.829642130416939,2.230881589844653,2.373411694753978,2.719675397800945,0,0.9630017891956525,0.9013480856316238,1.1452285775561186
ENSMUSG00000028226,Mmp16,protein_coding,4.41575950733507,4.9399414119117155,3.315788389606423,2.2645810545641116,1.9236486357742197,1.9522071082553543,1.8138491582029799,1.8499500224483765
ENSMUSG00000028232,Tmem68,protein_coding,6.111258550728765,6.02450870546713,5.911718466314902,6.102908525928442,3.175146577639896,4.031580366797658,3.309602611686079,3.448499238039056
ENSMUSG00000028233,Tgs1,protein_coding,6.851799825662763,6.807892014674612,6.899255211025092,6.580982760372249,4.811946472691377,5.574399159887412,4.702425881425912,4.602177800703177
ENSMUSG00000028246,Faxc,protein_coding,6.458095139051293,6.559675521237807,6.023102246487685,6.34018437659758,3.0064512622737043,4.741260084788914,4.31656204564794,4.053179148014714
ENSMUSG00000028247,Coq3,protein_coding,3.7357748644958546,3.710405082691778,3.7477286510077126,4.194625491351415,1.9613510596802533,3.1986157077976842,3.3097183801792087,2.90404484530717
ENSMUSG00000028255,Clca1,protein_coding,3.8119846990272284,2.8987722109808574,4.724918549999822,6.119940021852562,0.7932275456714809,1.9236684919664608,3.404361650414593,5.769300498649137
ENSMUSG00000028256,Odf2l,protein_coding,6.499112739185615,6.714491565555069,6.38327187876773,6.454690711525354,4.219081210111176,5.245770580998956,4.239954198015036,3.7036544684446837
ENSMUSG00000028274,Rngtt,protein_coding,5.813311741565897,5.822265644569226,6.031944242424721,5.838533506555834,3.5574646721916654,4.738841285257719,3.938115884001308,4.144477317387359
ENSMUSG00000028277,Ube2j1,protein_coding,7.2520176580691444,7.06625214959969,7.727423134363021,8.269265925216413,5.151960712599916,5.756125852593681,5.658830696983001,6.626150058047636
ENSMUSG00000028278,Rragd,protein_coding,6.666511141187064,6.413701486991155,6.795913537666782,7.114557482661475,3.962902692312983,4.2015888008821936,4.3485374994444435,5.296822526954307
ENSMUSG00000028282,Casp8ap2,protein_coding,6.513043754161524,6.338581021028774,6.317858745592651,5.916901248369303,4.390297397056706,5.444336719840517,4.230544601376034,3.9023722214388665
ENSMUSG00000028289,Epha7,protein_coding,4.497504492912967,4.1876309286076285,4.728153366063353,4.215886210429634,2.444387182897411,3.5850396700863474,4.193555507794414,3.63512797094379
ENSMUSG00000028294,Cfap206,protein_coding,2.6620136091849704,2.86893191133401,3.9975286863735358,3.623582605739062,0.9173086140242447,1.6361724213666395,1.6817986618750433,3.3330467834424207
ENSMUSG00000028312,Smc2,protein_coding,5.359500635106669,5.229993599323084,4.708499843121806,4.522030885343962,5.046333305210273,5.302023167150529,2.834807572048993,2.3504379047169173
ENSMUSG00000028364,Tnc,protein_coding,3.7672657298668417,2.169264418627469,4.191156718350231,5.8069111803289,3.475226815828457,3.1606490364741506,3.086500491247512,2.928948269446679
ENSMUSG00000028381,Ugcg,protein_coding,6.5011314827507105,6.719711482886146,6.727481394809516,6.77615172922133,4.102476314989091,4.59997548254557,4.124285687133459,4.396644342759084
ENSMUSG00000028382,Ptbp3,protein_coding,6.168891365236059,6.389906592381948,6.292748021441418,5.490747035535226,4.576216987337883,5.12457626626329,4.343819332383348,4.307673427908189
ENSMUSG00000028385,Snx30,protein_coding,5.211843730436612,5.058914193749504,5.494380700647615,5.914291589449539,3.1111571611217683,4.320646832518468,4.093998926303235,4.130912669893707
ENSMUSG00000028389,Zfp37,protein_coding,6.046140778142784,5.981039237862604,6.145393092154791,6.301792931655684,3.7346767069986475,5.0657619217370895,4.118772542045622,3.9645312173884344
ENSMUSG00000028397,Kdm4c,protein_coding,8.327893902156116,8.170715809220889,8.52157042979875,8.503535517067794,6.4515026670079845,6.41493373189298,6.297046275602026,6.884783880914018
ENSMUSG00000028403,Zdhhc21,protein_coding,7.50804909554857,7.271613992488049,7.825451645298486,7.53247996621369,4.840187010244017,5.535917129176866,4.654772273141857,4.902618043295907
ENSMUSG00000028412,Slc44a1,protein_coding,7.504709700332694,6.990919067172153,7.900027503555637,8.329413745216002,4.243162229776856,5.27033942285304,5.271493353670015,6.024193496269483
ENSMUSG00000028434,Epb41l4b,protein_coding,4.065724235421583,4.429407958399115,3.883567256106073,3.6964208684637923,2.1550702516417455,2.343771201489635,2.7307942138499213,3.3676890894917033
ENSMUSG00000028456,Unc13b,protein_coding,8.419224391071767,8.219877565240225,8.724732514428322,9.522061012899638,6.350145031501916,7.313791579509263,7.253850485352004,7.5497626226805385
ENSMUSG00000028488,Sh3gl2,protein_coding,6.227268857643132,5.8476336537792015,6.812560066616668,7.677586716472842,3.001488547368012,4.754981905488396,4.710107386733232,5.688847717704627
ENSMUSG00000028496,Mllt3,protein_coding,5.274331574194864,5.457309059217333,4.920585520066066,4.981386942160011,2.3797643518715645,3.4049904361549004,3.0401193692998705,3.5616288151173863
